station_id,station_name,province,district,latitude,longitude,timestamp,data_source,data_quality,data_time,error_reason,temperature_current,temperature_max,temperature_min,temperature_avg,humidity_current,humidity_max,humidity_min,humidity_avg,pressure_current,pressure_max,pressure_min,pressure_avg,wind_speed_current,wind_speed_max,wind_speed_min,wind_speed_avg,wind_direction_current,wind_direction_avg,rain_current,rain_max,rain_min,rain_avg,rain_total,cloud_cover_current,cloud_cover_max,cloud_cover_min,cloud_cover_avg,visibility_current,visibility_max,visibility_min,visibility_avg,thunder_probability
HT_HK,Thị xã Hồng Lĩnh - Hà Tĩnh,Hà Tĩnh,Hồng Lĩnh,18.5333,105.7167,2026-03-12 00:49:00,openmeteo,high,2026-03-12T07:45,,19.4,29.1,17.5,21.1,91,100,61,85.6,1019.5,1021.6,1010.3,1017.0,4.2,13.0,0.4,4.7,329,13.5,0.0,0.3,0.1,0.1,1.2,98,100,0,73.9,24.1,24.1,11.0,23.4,10
HT_KL,Thị xã Kỳ Anh - Hà Tĩnh,Hà Tĩnh,Kỳ Anh,18.0833,106.3,2026-03-12 00:49:00,openmeteo,high,2026-03-12T07:45,,20.1,28.7,18.6,21.4,88,99,64,86.3,1019.1,1021.4,1010.6,1017.0,5.9,13.9,0.4,5.2,349,337.6,0.0,0.4,0.1,0.3,7.2,85,100,0,78.1,5.1,24.1,1.4,21.6,10
HB_KB,Huyện Kim Bôi - Hòa Bình,Hòa Bình,Kim Bôi,20.6667,105.5333,2026-03-12 00:49:10,openmeteo,high,2026-03-12T07:45,,17.8,27.7,16.0,20.1,96,99,52,83.1,1020.4,1022.7,1010.3,1017.7,1.5,16.1,0.7,6.1,76,146.6,0.0,0.0,0.0,0.0,0.0,100,100,52,87.0,24.1,24.1,10.9,23.8,10
HB_ML,Huyện Mai Châu - Hòa Bình,Hòa Bình,Mai Châu,20.6667,105.0833,2026-03-12 00:49:11,openmeteo,high,2026-03-12T07:45,,20.5,31.7,16.1,22.8,90,100,45,81.2,1020.4,1022.8,1009.9,1017.6,2.9,11.7,0.8,4.7,60,125.9,0.0,0.2,0.1,0.0,1.0,100,100,34,82.3,24.1,24.1,11.2,23.8,10
HB_HB,Thành phố Hòa Bình - Hòa Bình,Hòa Bình,Hòa Bình,20.8133,105.3383,2026-03-12 00:49:10,openmeteo,high,2026-03-12T07:45,,17.8,28.0,15.9,20.3,95,99,54,84.1,1020.5,1022.8,1010.2,1017.5,2.8,13.2,0.8,5.2,50,141.3,0.0,0.2,0.1,0.0,1.1,100,100,47,89.1,24.1,24.1,12.7,23.8,10
HY_ML,Huyện Mỹ Hào - Hưng Yên,Hưng Yên,Mỹ Hào,20.9333,106.0667,2026-03-12 00:49:19,openmeteo,high,2026-03-12T07:45,,18.6,27.5,17.1,21.1,88,98,46,82.3,1020.1,1022.4,1010.5,1017.4,2.2,17.3,0.7,7.9,261,126.9,0.0,0.3,0.2,0.1,2.1,100,100,28,84.0,24.1,24.1,16.3,23.9,10
HY_VD,Huyện Văn Lâm - Hưng Yên,Hưng Yên,Văn Lâm,20.9833,106.0333,2026-03-12 00:49:19,openmeteo,high,2026-03-12T07:45,,18.9,27.7,18.1,21.5,84,97,46,80.6,1020.2,1022.5,1010.3,1017.3,1.5,17.4,0.5,8.6,256,129.2,0.0,0.1,0.1,0.0,0.3,99,100,37,86.0,24.1,24.1,16.3,23.9,0
HY_HY,Thành phố Hưng Yên - Hưng Yên,Hưng Yên,Hưng Yên,20.6461,106.0511,2026-03-12 00:49:18,openmeteo,high,2026-03-12T07:45,,18.5,27.9,17.1,21.1,92,99,50,83.7,1020.1,1022.4,1010.2,1017.4,2.2,17.9,0.4,7.0,270,131.0,0.0,0.2,0.1,0.1,2.2,100,100,3,82.6,24.1,24.1,13.8,24.0,10
HD_CM,Huyện Cẩm Giàng - Hải Dương,Hải Dương,Cẩm Giàng,20.95,106.2167,2026-03-12 00:49:18,openmeteo,high,2026-03-12T07:45,,19.0,27.4,17.4,21.3,86,97,46,81.7,1020.1,1022.4,1010.6,1017.4,2.3,16.5,1.1,7.7,288,126.7,0.0,0.1,0.1,0.0,0.6,100,100,36,84.0,24.1,24.1,22.2,24.1,10
HD_HD,Thành phố Hải Dương - Hải Dương,Hải Dương,Hải Dương,20.9397,106.3308,2026-03-12 00:49:17,openmeteo,high,2026-03-12T07:45,,18.9,26.8,17.2,21.1,87,97,45,81.6,1020.0,1022.4,1010.9,1017.4,2.3,18.3,0.5,8.0,288,121.5,0.0,0.3,0.1,0.1,1.9,94,100,18,80.5,24.1,24.1,22.2,24.1,10
HD_CL,Thị xã Kinh Môn - Hải Dương,Hải Dương,Kinh Môn,21.0167,106.5,2026-03-12 00:49:18,openmeteo,high,2026-03-12T07:45,,18.5,25.9,16.7,21.0,88,95,47,80.1,1020.0,1022.4,1011.2,1017.5,0.4,16.6,0.4,7.3,270,108.4,0.0,0.2,0.1,0.1,1.3,78,100,4,77.1,24.1,24.1,24.1,24.1,10
HP_AC,Huyện An Dương - Hải Phòng,Hải Phòng,An Dương,20.8667,106.6167,2026-03-12 00:47:57,openmeteo,high,2026-03-12T07:45,,18.9,25.2,16.3,20.9,81,96,54,81.0,1020.0,1022.4,1011.5,1017.5,1.3,19.6,0.5,8.2,34,100.2,0.0,0.2,0.1,0.1,1.5,100,100,0,74.0,24.1,24.1,24.1,24.1,0
HP_AL,Huyện An Lão - Hải Phòng,Hải Phòng,An Lão,20.8167,106.55,2026-03-12 00:47:57,openmeteo,high,2026-03-12T07:45,,18.5,25.9,16.0,20.7,86,98,51,82.9,1020.0,1022.3,1011.1,1017.5,0.8,20.1,0.4,8.9,333,106.4,0.0,0.4,0.1,0.1,2.1,100,100,0,76.0,24.1,24.1,24.1,24.1,10
HP_BH,Huyện Bạch Long Vĩ - Hải Phòng,Hải Phòng,Bạch Long Vĩ,20.1333,107.7333,2026-03-12 00:47:59,openmeteo,high,2026-03-12T07:45,,20.4,23.2,20.0,21.6,79,93,73,83.7,1019.5,1021.6,1012.3,1017.3,26.2,36.6,0.0,17.0,44,70.0,0.0,0.3,0.1,0.0,0.9,59,100,0,54.4,24.1,24.1,19.6,24.0,0
HP_CH,Huyện Cát Hải - Hải Phòng,Hải Phòng,Cát Hải,20.7264,107.0489,2026-03-12 00:47:58,openmeteo,high,2026-03-12T07:45,,18.5,24.4,17.3,20.6,81,93,56,79.7,1019.9,1022.4,1011.8,1017.6,3.1,18.8,1.1,8.3,36,88.0,0.0,0.1,0.1,0.0,0.6,100,100,0,71.4,24.1,24.1,24.1,24.1,0
HP_KL,Huyện Kiến Thụy - Hải Phòng,Hải Phòng,Kiến Thụy,20.75,106.6667,2026-03-12 00:47:57,openmeteo,high,2026-03-12T07:45,,19.1,25.3,17.0,21.0,79,96,55,81.2,1019.9,1022.3,1011.5,1017.5,2.1,19.7,1.1,8.3,31,96.8,0.0,0.3,0.1,0.1,1.5,100,100,0,75.1,24.1,24.1,24.1,24.1,0
HP_TL,Huyện Thủy Nguyên - Hải Phòng,Hải Phòng,Thủy Nguyên,20.9583,106.6667,2026-03-12 00:47:56,openmeteo,high,2026-03-12T07:45,,18.7,26.1,16.9,21.1,88,95,47,80.1,1020.0,1022.4,1011.2,1017.5,0.4,16.6,0.4,7.3,270,108.4,0.0,0.2,0.1,0.1,1.3,78,100,4,77.1,24.1,24.1,24.1,24.1,10
HP_TH,Huyện Tiên Lãng - Hải Phòng,Hải Phòng,Tiên Lãng,20.7333,106.55,2026-03-12 00:47:58,openmeteo,high,2026-03-12T07:45,,18.5,25.9,15.9,20.7,85,98,52,83.4,1020.0,1022.3,1011.1,1017.5,1.4,20.7,1.1,9.1,360,105.3,0.0,0.4,0.1,0.1,2.7,100,100,0,77.0,24.1,24.1,24.1,24.1,0
HP_VB,Huyện Vĩnh Bảo - Hải Phòng,Hải Phòng,Vĩnh Bảo,20.7,106.4667,2026-03-12 00:47:58,openmeteo,high,2026-03-12T07:45,,18.5,25.9,15.9,20.7,85,98,52,83.4,1020.0,1022.3,1011.1,1017.5,1.4,20.7,1.1,9.1,360,105.3,0.0,0.4,0.1,0.1,2.7,100,100,0,77.0,24.1,24.1,24.1,24.1,0
HP_DS,Quận Dương Kinh - Hải Phòng,Hải Phòng,Dương Kinh,20.8025,106.6669,2026-03-12 00:47:56,openmeteo,high,2026-03-12T07:45,,19.1,25.3,17.0,21.0,79,96,55,81.2,1019.9,1022.3,1011.5,1017.5,2.1,19.7,1.1,8.3,31,96.8,0.0,0.3,0.1,0.1,1.5,100,100,0,75.1,24.1,24.1,24.1,24.1,0
HP_HA,Quận Hải An - Hải Phòng,Hải Phòng,Hải An,20.8378,106.7377,2026-03-12 00:47:55,openmeteo,high,2026-03-12T07:45,,18.7,25.3,16.3,20.9,83,94,53,80.2,1019.9,1022.4,1011.6,1017.6,1.0,19.0,0.5,7.7,45,96.9,0.0,0.2,0.1,0.0,0.9,89,100,0,73.6,24.1,24.1,24.1,24.1,0
HP_KS,Quận Kiến An - Hải Phòng,Hải Phòng,Kiến An,20.8075,106.6264,2026-03-12 00:47:56,openmeteo,high,2026-03-12T07:45,,19.0,25.3,17.0,21.0,79,96,55,81.2,1019.9,1022.3,1011.5,1017.5,2.1,19.7,1.1,8.3,31,96.8,0.0,0.3,0.1,0.1,1.5,100,100,0,75.1,24.1,24.1,24.1,24.1,0
HP_LC,Quận Lê Chân - Hải Phòng,Hải Phòng,Lê Chân,20.8516,106.6822,2026-03-12 00:47:55,openmeteo,high,2026-03-12T07:45,,18.9,25.2,16.3,20.9,81,96,54,81.0,1020.0,1022.4,1011.5,1017.5,1.3,19.6,0.5,8.2,34,100.2,0.0,0.2,0.1,0.1,1.5,100,100,0,74.0,24.1,24.1,24.1,24.1,0
HP_NQ,Quận Ngô Quyền - Hải Phòng,Hải Phòng,Ngô Quyền,20.858,106.7053,2026-03-12 00:47:55,openmeteo,high,2026-03-12T07:45,,18.7,25.3,16.3,20.9,83,94,53,80.2,1019.9,1022.4,1011.6,1017.6,1.0,19.0,0.5,7.7,45,96.9,0.0,0.2,0.1,0.0,0.9,89,100,0,73.6,24.1,24.1,24.1,24.1,0
HP_DK,Quận Đồ Sơn - Hải Phòng,Hải Phòng,Đồ Sơn,20.7278,106.7733,2026-03-12 00:47:56,openmeteo,high,2026-03-12T07:45,,19.0,25.0,17.3,21.1,82,95,57,81.2,1019.9,1022.3,1011.8,1017.6,3.4,19.9,2.4,9.1,32,91.5,0.0,0.2,0.1,0.0,0.9,100,100,0,72.6,24.1,24.1,24.1,24.1,0
HP_CB,Đảo Cát Bà - Hải Phòng,Hải Phòng,Cát Hải,20.7264,107.0489,2026-03-12 00:49:27,openmeteo,high,2026-03-12T07:45,,18.5,24.4,17.3,20.6,81,93,56,79.7,1019.9,1022.4,1011.8,1017.6,3.1,18.8,1.1,8.3,36,88.0,0.0,0.1,0.1,0.0,0.6,100,100,0,71.4,24.1,24.1,24.1,24.1,0
HG_CL,Huyện Châu Thành - Hậu Giang,Hậu Giang,Châu Thành,9.9333,105.6833,2026-03-12 00:48:51,openmeteo,high,2026-03-12T07:45,,25.2,33.6,23.0,27.2,85,94,43,71.4,1012.2,1014.9,1007.9,1011.5,8.0,22.0,4.7,11.5,95,99.8,0.0,1.1,0.1,0.1,2.7,59,95,0,53.7,24.1,24.1,14.1,24.0,5
HG_CT,Huyện Châu Thành A - Hậu Giang,Hậu Giang,Châu Thành A,9.9333,105.6333,2026-03-12 00:48:52,openmeteo,high,2026-03-12T07:45,,25.2,33.6,23.0,27.2,85,94,43,71.4,1012.2,1014.9,1007.9,1011.5,8.0,22.0,4.7,11.5,95,99.8,0.0,1.1,0.1,0.1,2.7,59,95,0,53.7,24.1,24.1,14.1,24.0,5
HG_LT,Huyện Long Mỹ - Hậu Giang,Hậu Giang,Long Mỹ,9.6833,105.5667,2026-03-12 00:48:52,openmeteo,high,2026-03-12T07:45,,25.6,32.8,23.1,27.4,81,91,45,69.7,1012.1,1014.8,1007.8,1011.5,10.1,25.7,5.6,14.1,92,96.8,0.0,0.0,0.0,0.0,0.0,62,97,0,52.8,24.1,24.1,23.1,24.1,5
HG_PB,Huyện Phụng Hiệp - Hậu Giang,Hậu Giang,Phụng Hiệp,9.7833,105.7167,2026-03-12 00:48:52,openmeteo,high,2026-03-12T07:45,,25.6,33.0,23.1,27.4,82,93,44,69.9,1012.2,1015.0,1007.8,1011.5,9.4,24.5,5.4,13.2,92,97.4,0.0,0.1,0.1,0.0,0.1,62,89,0,53.2,24.1,24.1,21.7,24.1,5
HG_VT2,Huyện Vị Thủy - Hậu Giang,Hậu Giang,Vị Thủy,9.7667,105.4667,2026-03-12 00:48:53,openmeteo,high,2026-03-12T07:45,,25.4,33.5,23.0,27.3,83,93,42,70.6,1012.2,1015.0,1007.8,1011.5,9.0,23.4,4.8,12.4,95,98.2,0.0,0.3,0.2,0.0,0.8,58,94,0,53.1,24.1,24.1,23.1,24.1,5
HG_VT,Thành phố Vị Thanh - Hậu Giang,Hậu Giang,Vị Thanh,9.7833,105.4667,2026-03-12 00:48:51,openmeteo,high,2026-03-12T07:45,,25.4,33.5,23.0,27.3,83,93,42,70.6,1012.2,1015.0,1007.8,1011.5,9.0,23.4,4.8,12.4,95,98.2,0.0,0.3,0.2,0.0,0.8,58,94,0,53.1,24.1,24.1,23.1,24.1,5
HG_NM,Thị xã Ngã Bảy - Hậu Giang,Hậu Giang,Ngã Bảy,9.8167,105.8167,2026-03-12 00:48:51,openmeteo,high,2026-03-12T07:45,,25.6,33.3,23.0,27.3,83,92,43,69.9,1012.2,1014.9,1007.9,1011.5,9.0,23.4,4.7,12.8,90,98.5,0.0,0.3,0.1,0.0,0.6,64,87,0,54.4,24.1,24.1,21.7,24.1,5
KH_TS,Huyện Trường Sa - Khánh Hòa,Khánh Hòa,Trường Sa,8.65,111.9167,2026-03-12 00:49:06,openmeteo,high,2026-03-12T07:45,,26.3,27.7,26.0,27.0,83,84,67,75.9,1012.1,1014.6,1008.7,1011.6,31.3,38.3,21.0,30.1,38,53.4,0.2,0.8,0.1,0.4,9.5,78,100,10,54.7,24.1,24.1,12.0,23.7,30
KH_CT,Thành phố Cam Ranh - Khánh Hòa,Khánh Hòa,Cam Ranh,11.9,109.1333,2026-03-12 00:49:05,openmeteo,high,2026-03-12T07:45,,23.2,29.1,19.5,23.4,71,94,48,70.5,1015.2,1017.8,1011.4,1014.7,12.2,28.7,3.6,13.1,19,28.7,0.0,0.0,0.0,0.0,0.0,82,94,18,64.9,24.1,24.1,10.2,23.6,0
KH_NT,Thành phố Nha Trang - Khánh Hòa,Khánh Hòa,Nha Trang,12.25,109.1833,2026-03-12 00:49:04,openmeteo,high,2026-03-12T07:45,,23.9,31.8,20.8,24.8,81,93,47,74.1,1015.3,1017.9,1011.2,1014.6,4.1,16.4,1.1,6.6,322,345.2,0.0,0.1,0.1,0.0,0.1,92,100,4,58.0,24.1,24.1,6.5,22.9,0
KH_NH,Thị xã Ninh Hòa - Khánh Hòa,Khánh Hòa,Ninh Hòa,12.5,109.15,2026-03-12 00:49:05,openmeteo,high,2026-03-12T07:45,,23.5,31.0,19.9,24.3,85,96,44,79.0,1015.4,1018.0,1011.2,1014.6,1.9,17.8,0.4,5.8,248,99.7,0.0,1.4,0.1,0.3,7.7,90,100,8,69.2,23.4,24.1,8.0,23.2,0
KH_HS,Đảo Hoàng Sa - Khánh Hòa,Khánh Hòa,Hoàng Sa,16.5322,111.6156,2026-03-12 00:49:28,openmeteo,high,2026-03-12T08:45,,23.9,26.4,23.4,24.9,78,84,61,71.2,1016.7,1018.9,1012.3,1015.6,36.4,45.4,3.7,27.3,45,63.9,0.0,0.5,0.1,0.3,7.5,83,96,8,54.9,24.1,24.1,10.4,23.4,0
KH_TS,Đảo Trường Sa - Khánh Hòa,Khánh Hòa,Trường Sa,8.65,111.9167,2026-03-12 00:49:28,openmeteo,high,2026-03-12T07:45,,26.3,27.7,26.0,27.0,83,84,67,75.9,1012.1,1014.6,1008.7,1011.6,31.3,38.3,21.0,30.1,38,53.4,0.2,0.8,0.1,0.4,9.5,78,100,10,54.7,24.1,24.1,12.0,23.7,30
KG_AT,Huyện An Biên - Kiên Giang,Kiên Giang,An Biên,9.8167,105.0667,2026-03-12 00:48:37,openmeteo,high,2026-03-12T07:45,,25.7,32.1,25.0,27.4,83,87,49,75.8,1012.3,1014.9,1008.2,1011.5,12.6,24.2,0.5,14.4,95,95.7,0.0,1.3,0.1,0.3,6.8,56,84,0,49.0,24.1,24.1,24.1,24.1,5
KG_AM,Huyện An Minh - Kiên Giang,Kiên Giang,An Minh,9.6667,104.95,2026-03-12 00:48:37,openmeteo,high,2026-03-12T07:45,,25.4,32.3,24.3,27.2,85,90,47,76.4,1012.3,1014.9,1008.1,1011.5,14.1,27.9,1.6,14.4,94,98.3,0.0,2.7,0.1,0.9,22.4,48,97,0,54.6,24.1,24.1,24.1,24.1,5
KG_CL,Huyện Châu Thành - Kiên Giang,Kiên Giang,Châu Thành,9.9333,105.1667,2026-03-12 00:48:38,openmeteo,high,2026-03-12T07:45,,25.8,32.2,25.0,27.4,83,87,49,75.8,1012.3,1014.9,1008.2,1011.5,12.6,24.2,0.5,14.4,95,95.7,0.0,1.3,0.1,0.3,6.8,56,84,0,49.0,24.1,24.1,20.6,24.1,5
KG_GT,Huyện Giang Thành - Kiên Giang,Kiên Giang,Giang Thành,10.4833,104.6333,2026-03-12 00:48:38,openmeteo,high,2026-03-12T07:45,,25.8,34.5,23.5,28.0,82,91,39,70.8,1012.5,1015.2,1007.8,1011.5,4.7,12.8,0.0,6.5,113,108.8,0.0,0.4,0.1,0.0,1.0,69,94,22,65.0,24.1,24.1,9.5,23.9,5
KG_GD,Huyện Gò Quao - Kiên Giang,Kiên Giang,Gò Quao,9.7333,105.2667,2026-03-12 00:48:38,openmeteo,high,2026-03-12T07:45,,25.2,34.0,23.1,27.4,84,91,40,71.5,1012.3,1014.9,1007.9,1011.4,8.7,22.0,0.8,11.6,95,99.9,0.0,2.0,0.1,0.4,8.7,49,90,0,55.0,24.1,24.1,18.4,24.1,5
KG_HG,Huyện Hòn Đất - Kiên Giang,Kiên Giang,Hòn Đất,10.2333,104.9333,2026-03-12 00:48:38,openmeteo,high,2026-03-12T07:45,,26.1,31.6,25.1,27.7,81,85,55,74.3,1012.3,1015.0,1008.2,1011.5,9.6,19.1,2.9,10.6,103,123.4,0.0,2.6,0.1,0.6,15.1,76,90,10,57.9,24.1,24.1,8.3,24.0,5
KG_KT,Huyện Kiên Hải - Kiên Giang,Kiên Giang,Kiên Hải,9.71,104.33,2026-03-12 00:48:38,openmeteo,high,2026-03-12T07:45,,26.9,29.3,26.5,27.6,77,81,67,75.3,1012.2,1015.0,1008.3,1011.6,18.9,26.7,1.5,16.4,99,102.4,0.0,0.8,0.1,0.3,6.3,70,94,0,40.5,24.1,24.1,10.3,24.0,5
KG_LS,Huyện Kiên Lương - Kiên Giang,Kiên Giang,Kiên Lương,10.25,104.6333,2026-03-12 00:48:39,openmeteo,high,2026-03-12T07:45,,26.8,30.0,26.1,27.9,80,82,64,74.4,1012.3,1015.1,1008.3,1011.6,11.4,20.1,0.8,11.6,103,131.6,0.0,1.8,0.1,0.6,15.0,84,88,0,48.8,24.1,24.1,21.9,24.1,5
KG_PQ,Huyện Phú Quốc - Kiên Giang,Kiên Giang,Phú Quốc,10.227,103.9679,2026-03-12 00:48:37,openmeteo,high,2026-03-12T07:45,,26.4,30.7,26.1,28.1,83,87,60,74.9,1012.3,1015.0,1008.2,1011.6,10.5,19.4,0.8,9.6,94,116.8,0.2,2.8,0.1,1.8,43.6,79,95,0,51.3,24.0,24.1,3.0,22.2,30
KG_TG,Huyện Tân Hiệp - Kiên Giang,Kiên Giang,Tân Hiệp,10.1,105.2833,2026-03-12 00:48:39,openmeteo,high,2026-03-12T07:45,,25.1,34.5,22.9,27.4,85,95,40,72.1,1012.4,1015.1,1007.9,1011.5,6.2,18.4,2.6,9.3,97,102.4,0.0,1.4,0.1,0.2,3.8,67,84,0,57.3,24.1,24.1,20.6,24.1,5
KG_UM,Huyện U Minh Thượng - Kiên Giang,Kiên Giang,U Minh Thượng,9.6,105.1,2026-03-12 00:48:39,openmeteo,high,2026-03-12T07:45,,25.1,33.5,22.6,27.1,85,93,42,73.3,1012.3,1014.8,1007.9,1011.4,9.0,22.0,1.3,11.0,95,100.7,0.0,2.6,0.1,0.3,8.0,44,96,0,56.9,24.1,24.1,13.6,24.0,5
KG_VT,Huyện Vĩnh Thuận - Kiên Giang,Kiên Giang,Vĩnh Thuận,9.5333,105.25,2026-03-12 00:48:39,openmeteo,high,2026-03-12T07:45,,25.3,33.4,22.7,27.2,85,93,44,72.0,1012.2,1014.8,1007.8,1011.4,9.5,23.8,2.4,12.1,99,99.9,0.0,0.4,0.1,0.1,1.6,51,97,0,53.9,24.1,24.1,11.5,24.0,5
KG_HN,Thành phố Hà Tiên - Kiên Giang,Kiên Giang,Hà Tiên,10.3833,104.4833,2026-03-12 00:48:37,openmeteo,high,2026-03-12T07:45,,26.7,29.8,26.0,27.9,79,84,62,74.3,1012.3,1015.1,1008.3,1011.6,7.8,14.4,1.9,9.4,103,139.3,0.0,2.1,0.1,0.9,22.1,68,90,4,52.0,24.1,24.1,6.0,23.6,5
KG_RG,Thành phố Rạch Giá - Kiên Giang,Kiên Giang,Rạch Giá,10.0317,105.0809,2026-03-12 00:48:37,openmeteo,high,2026-03-12T07:45,,25.6,33.2,24.5,27.5,83,89,44,74.0,1012.3,1015.0,1008.1,1011.5,8.7,20.5,1.0,11.3,95,103.6,0.0,1.7,0.1,0.7,16.1,65,82,0,55.3,24.1,24.1,20.6,24.1,5
KG_ND,Đảo Nam Du - Kiên Giang,Kiên Giang,Kiên Hải,9.71,104.33,2026-03-12 00:49:28,openmeteo,high,2026-03-12T07:45,,26.9,29.3,26.5,27.6,77,81,67,75.3,1012.2,1015.0,1008.3,1011.6,18.9,26.7,1.5,16.4,99,102.4,0.0,0.8,0.1,0.3,6.3,70,94,0,40.5,24.1,24.1,10.3,24.0,5
KG_PQ2,Đảo Phú Quốc - Kiên Giang,Kiên Giang,Phú Quốc,10.227,103.9679,2026-03-12 00:49:28,openmeteo,high,2026-03-12T07:45,,26.4,30.7,26.1,28.1,83,87,60,74.9,1012.3,1015.0,1008.2,1011.6,10.5,19.4,0.8,9.6,94,116.8,0.2,2.8,0.1,1.8,43.6,79,95,0,51.3,24.0,24.1,3.0,22.2,30
KG_TC,Đảo Thổ Chu - Kiên Giang,Kiên Giang,Phú Quốc,9.3,103.4833,2026-03-12 00:49:29,openmeteo,high,2026-03-12T07:45,,26.1,27.7,26.0,26.8,80,83,71,76.4,1012.0,1014.9,1008.6,1011.5,19.1,28.8,6.2,18.8,94,104.7,0.2,1.7,0.1,0.7,17.4,78,84,0,46.7,24.1,24.1,10.3,24.0,30
KT_NH,Huyện Ngọc Hồi - Kon Tum,Kon Tum,Ngọc Hồi,14.7,107.8333,2026-03-12 00:49:24,openmeteo,high,2026-03-12T07:45,,20.9,31.5,15.8,23.1,73,89,37,63.0,1016.3,1018.8,1009.6,1014.6,2.3,17.7,0.7,5.2,39,77.1,0.0,0.0,0.0,0.0,0.0,0,95,0,36.9,24.1,24.1,24.1,24.1,0
KT_DG,Huyện Đắk Glei - Kon Tum,Kon Tum,Đắk Glei,15.0167,107.75,2026-03-12 00:49:24,openmeteo,high,2026-03-12T07:45,,21.2,31.7,17.3,22.5,75,95,33,68.2,1017.3,1019.8,1010.6,1016.0,8.2,15.0,2.4,8.2,29,20.6,0.0,0.0,0.0,0.0,0.0,66,97,0,46.4,18.5,24.1,0.7,18.9,0
KT_KT,Thành phố Kon Tum - Kon Tum,Kon Tum,Kon Tum,14.3833,107.9833,2026-03-12 00:49:24,openmeteo,high,2026-03-12T07:45,,21.8,32.8,18.5,24.3,72,88,32,60.3,1016.2,1018.5,1009.1,1014.5,3.6,27.7,1.0,9.4,84,73.2,0.0,0.0,0.0,0.0,0.0,40,94,0,33.2,24.1,24.1,24.1,24.1,0
LC_PT,Huyện Phong Thổ - Lai Châu,Lai Châu,Phong Thổ,22.5333,103.3333,2026-03-12 00:49:10,openmeteo,high,2026-03-12T07:45,,17.3,25.4,15.2,18.9,84,96,56,79.7,1018.6,1021.2,1010.1,1016.4,5.0,9.2,1.9,4.7,201,170.5,0.0,1.0,0.1,0.6,14.4,100,100,49,89.3,19.4,24.1,12.4,22.5,0
LC_TN,Huyện Tam Đường - Lai Châu,Lai Châu,Tam Đường,22.3667,103.6167,2026-03-12 00:49:10,openmeteo,high,2026-03-12T07:45,,11.4,19.2,10.0,13.1,81,99,61,80.9,1019.3,1021.9,1011.3,1017.2,4.8,8.6,1.1,5.8,103,133.6,0.0,0.9,0.1,0.5,11.9,100,100,24,88.8,24.1,24.1,3.6,22.6,0
LC_LC,Thành phố Lai Châu - Lai Châu,Lai Châu,Lai Châu,22.4,103.45,2026-03-12 00:49:09,openmeteo,high,2026-03-12T07:45,,17.3,25.6,15.8,19.2,88,97,59,80.6,1019.0,1021.6,1010.8,1016.8,4.5,8.0,1.1,4.5,151,157.1,0.0,1.4,0.1,0.7,17.7,100,100,32,90.8,8.7,24.1,3.5,15.8,10
LA_DH,Huyện Đức Hòa - Long An,Long An,Đức Hòa,10.8833,106.4167,2026-03-12 00:49:26,openmeteo,high,2026-03-12T07:45,,25.5,35.9,22.6,27.9,85,94,35,68.2,1012.5,1015.2,1007.3,1011.3,5.9,20.0,0.0,7.5,346,93.5,0.0,0.2,0.1,0.0,0.3,53,92,0,49.6,24.1,24.1,15.6,24.0,5
LA_TA,Thành phố Tân An - Long An,Long An,Tân An,10.5333,106.4167,2026-03-12 00:49:25,openmeteo,high,2026-03-12T07:45,,25.4,33.7,22.9,27.2,83,92,40,71.7,1012.4,1015.2,1008.1,1011.5,6.5,20.7,0.8,10.5,56,107.0,0.0,1.6,0.4,0.2,4.1,69,91,3,51.9,24.1,24.1,24.1,24.1,5
LA_KT,Thị xã Kiến Tường - Long An,Long An,Kiến Tường,10.7667,105.9,2026-03-12 00:49:25,openmeteo,high,2026-03-12T07:45,,25.4,34.8,23.1,27.7,86,93,38,69.6,1012.5,1015.3,1007.3,1011.4,2.6,19.1,1.0,8.4,34,104.7,0.0,0.0,0.0,0.0,0.0,70,96,0,52.9,24.1,24.1,12.9,24.0,15
LC_BT,Huyện Bát Xát - Lào Cai,Lào Cai,Bát Xát,22.5333,103.8833,2026-03-12 00:49:25,openmeteo,high,2026-03-12T07:45,,11.8,21.4,10.5,14.8,98,100,63,87.8,1021.4,1023.5,1012.0,1018.4,7.4,12.1,1.1,5.8,67,173.3,0.1,0.3,0.1,0.1,3.0,100,100,16,88.7,24.1,24.1,0.9,17.5,10
LC_SM,Huyện Sa Pa - Lào Cai,Lào Cai,Sa Pa,22.3367,103.84,2026-03-12 00:49:24,openmeteo,high,2026-03-12T07:45,,15.0,22.8,13.5,16.6,80,100,64,83.1,1019.8,1022.3,1011.6,1017.6,7.2,11.5,1.8,6.3,53,125.2,0.0,1.9,0.1,0.7,17.2,100,100,22,90.1,5.5,24.1,1.4,13.0,0
LC_LC2,Thành phố Lào Cai - Lào Cai,Lào Cai,Lào Cai,22.4833,103.95,2026-03-12 00:49:24,openmeteo,high,2026-03-12T07:45,,17.6,27.5,17.2,19.7,89,100,65,84.8,1020.3,1022.6,1009.2,1017.3,2.3,10.6,0.4,4.0,141,77.5,0.0,0.2,0.1,0.1,1.5,100,100,21,90.9,24.1,24.1,0.9,17.5,10
